time,vram_used_mb,vram_total_mb,ram_used_mb,ram_total_mb,gpu_util,cpu_util,power_watts
0.00014829635620117188,16302.625,46068.0,9327.765625,515640.5625,0.0,0.0,85.541
0.10355377197265625,16302.625,46068.0,9377.44140625,515640.5625,0.0,116.0,85.117
0.2046501636505127,16438.625,46068.0,9444.375,515640.5625,0.0,118.8,84.737
0.305117130279541,16958.625,46068.0,9586.09765625,515640.5625,0.0,99.5,84.601
0.4055936336517334,16960.625,46068.0,9746.55078125,515640.5625,0.0,99.5,84.623
0.5060629844665527,16972.625,46068.0,9886.796875,515640.5625,11.0,99.5,89.381
0.6065032482147217,17130.625,46068.0,10002.92578125,515640.5625,11.0,99.6,89.443
0.7069306373596191,17138.625,46068.0,10089.3046875,515640.5625,4.0,99.6,112.343
0.8073201179504395,21854.625,46068.0,10113.2734375,515640.5625,4.0,99.6,121.329
0.9077253341674805,24020.625,46068.0,10114.1484375,515640.5625,55.0,109.6,144.035
1.0081329345703125,24696.625,46068.0,10118.33203125,515640.5625,55.0,139.5,165.26
1.108877182006836,24858.625,46068.0,10118.33203125,515640.5625,99.0,99.2,189.963
1.2092738151550293,24858.625,46068.0,10118.33203125,515640.5625,99.0,99.6,211.818
1.3096950054168701,23964.625,46068.0,10120.0546875,515640.5625,97.0,109.6,233.961
1.4445598125457764,24696.625,46068.0,10120.0546875,515640.5625,97.0,148.3,267.016
1.5451843738555908,24858.625,46068.0,10120.2734375,515640.5625,99.0,99.4,284.509
1.64552640914917,24858.625,46068.0,10120.2734375,515640.5625,99.0,99.6,306.469
1.7460169792175293,24546.625,46068.0,10122.23046875,515640.5625,97.0,169.2,298.627
1.846492052078247,24858.625,46068.0,10122.23046875,515640.5625,97.0,99.5,313.699
1.9468994140625,24858.625,46068.0,10122.23046875,515640.5625,99.0,99.6,313.569
2.0473082065582275,24858.625,46068.0,10122.23046875,515640.5625,99.0,99.6,314.443
2.147758960723877,25798.625,46068.0,10162.015625,515640.5625,98.0,99.5,303.001
2.248281478881836,30620.625,46068.0,10165.3203125,515640.5625,98.0,109.4,305.258
2.3487484455108643,24938.625,46068.0,10158.671875,515640.5625,94.0,179.2,295.298
2.4493281841278076,25736.625,46068.0,10158.671875,515640.5625,94.0,99.4,310.961
2.5498030185699463,29956.625,46068.0,10158.8515625,515640.5625,86.0,99.6,309.885
2.6501777172088623,31620.625,46068.0,10159.7265625,515640.5625,86.0,99.6,309.773
2.7845425605773926,32352.625,46068.0,10160.7109375,515640.5625,99.0,156.3,309.036
2.8851702213287354,32514.625,46068.0,10161.171875,515640.5625,95.0,99.4,316.247
2.985635757446289,32514.625,46068.0,10161.390625,515640.5625,95.0,99.5,314.699
3.0860941410064697,32202.625,46068.0,10165.30078125,515640.5625,99.0,189.1,313.5
3.18668794631958,32514.625,46068.0,10165.546875,515640.5625,99.0,99.4,315.601
3.2871294021606445,32514.625,46068.0,10165.546875,515640.5625,98.0,109.5,323.824
3.387629508972168,32514.625,46068.0,10165.546875,515640.5625,98.0,99.5,321.568
3.488079071044922,32352.625,46068.0,10165.30078125,515640.5625,99.0,179.2,318.459
3.5886266231536865,32514.625,46068.0,10165.30078125,515640.5625,99.0,99.5,318.847
3.689093589782715,32514.625,46068.0,10165.30078125,515640.5625,98.0,109.5,317.559
3.7898240089416504,32514.625,46068.0,10165.30078125,515640.5625,98.0,99.3,317.913
3.8902482986450195,32514.625,46068.0,10165.30078125,515640.5625,99.0,99.6,307.438
3.99070143699646,26358.625,46068.0,10163.81640625,515640.5625,99.0,99.6,303.471
4.091216802597046,25124.625,46068.0,10162.74609375,515640.5625,97.0,199.0,291.572
4.191920280456543,28580.625,46068.0,10162.74609375,515640.5625,97.0,99.3,294.675
4.292336702346802,30876.625,46068.0,10163.18359375,515640.5625,100.0,99.6,292.986
4.392796754837036,32206.625,46068.0,10163.71484375,515640.5625,100.0,189.2,294.411
4.493260622024536,32518.625,46068.0,10163.71484375,515640.5625,99.0,89.6,294.098
4.593743324279785,32518.625,46068.0,10163.71484375,515640.5625,99.0,109.5,306.386
4.694195747375488,32518.625,46068.0,10163.71484375,515640.5625,96.0,99.6,303.462
4.794654607772827,32356.625,46068.0,10167.0703125,515640.5625,96.0,189.1,302.738
4.895254373550415,32518.625,46068.0,10167.0703125,515640.5625,100.0,99.4,304.66
