Job ID : 14826
Node   : ensta-l40s02
GPU    : NVIDIA L40S
Date   : mer. 18 mars 2026 00:15:02 CET
============================================================
QLORA CROSS-ATTENTION ONLY - RANK 16
============================================================

[1/5] Loading quantized model...

[2/5] Configuring QLoRA (rank=16)...
trainable params: 983,040 || all params: 3,876,527,616 || trainable%: 0.0254

[3/5] Loading dataset...
Loaded 400 samples from data/train.json
Loaded 50 samples from data/val.json
  Train: 400 | Val: 50

[4/5] Setting up 8-bit optimizer...

[5/5] Training...
  Epoch 3 - Batch 290 - GPU: 9.61GB
  Epoch 3 - Batch 300 - GPU: 9.61GB
  Epoch 3 - Batch 310 - GPU: 9.61GB
  Epoch 3 - Batch 320 - GPU: 9.61GB
  Epoch 3 - Batch 330 - GPU: 9.61GB
  Epoch 3 - Batch 340 - GPU: 9.61GB
  Epoch 3 - Batch 350 - GPU: 9.61GB
  Epoch 3 - Batch 360 - GPU: 9.61GB
  Epoch 3 - Batch 370 - GPU: 9.61GB
  Epoch 3 - Batch 380 - GPU: 9.61GB
  Epoch 3 - Batch 390 - GPU: 9.61GB
  Epoch 3 - Batch 400 - GPU: 9.61GB
Epoch 3/15 - train_loss: 0.8778 | val_loss: 0.8521
  → Best model saved (val_loss=0.8521)
  Epoch 4 - Batch 10 - GPU: 9.61GB
  Epoch 4 - Batch 20 - GPU: 9.61GB
  Epoch 4 - Batch 30 - GPU: 9.61GB
  Epoch 4 - Batch 40 - GPU: 9.61GB
  Epoch 4 - Batch 50 - GPU: 9.61GB
  Epoch 4 - Batch 60 - GPU: 9.61GB
  Epoch 4 - Batch 70 - GPU: 9.61GB
  Epoch 4 - Batch 80 - GPU: 9.61GB
  Epoch 4 - Batch 90 - GPU: 9.61GB
  Epoch 4 - Batch 100 - GPU: 9.61GB
  Epoch 4 - Batch 110 - GPU: 9.61GB
  Epoch 4 - Batch 120 - GPU: 9.61GB
  Epoch 4 - Batch 130 - GPU: 9.61GB
  Epoch 4 - Batch 140 - GPU: 9.61GB
  Epoch 4 - Batch 150 - GPU: 9.61GB
  Epoch 4 - Batch 160 - GPU: 9.61GB
  Epoch 4 - Batch 170 - GPU: 9.61GB
  Epoch 4 - Batch 180 - GPU: 9.61GB
  Epoch 4 - Batch 190 - GPU: 9.61GB
  Epoch 4 - Batch 200 - GPU: 9.61GB
  Epoch 4 - Batch 210 - GPU: 9.61GB
  Epoch 4 - Batch 220 - GPU: 9.61GB
  Epoch 4 - Batch 230 - GPU: 9.61GB
  Epoch 4 - Batch 240 - GPU: 9.61GB
  Epoch 4 - Batch 250 - GPU: 9.61GB
  Epoch 4 - Batch 260 - GPU: 9.61GB
  Epoch 4 - Batch 270 - GPU: 9.61GB
  Epoch 4 - Batch 280 - GPU: 9.61GB
  Epoch 4 - Batch 290 - GPU: 9.61GB
  Epoch 4 - Batch 300 - GPU: 9.61GB
  Epoch 4 - Batch 310 - GPU: 9.61GB
  Epoch 4 - Batch 320 - GPU: 9.61GB
  Epoch 4 - Batch 330 - GPU: 9.61GB
  Epoch 4 - Batch 340 - GPU: 9.61GB
  Epoch 4 - Batch 350 - GPU: 9.61GB
  Epoch 4 - Batch 360 - GPU: 9.61GB
  Epoch 4 - Batch 370 - GPU: 9.61GB
  Epoch 4 - Batch 380 - GPU: 9.61GB
  Epoch 4 - Batch 390 - GPU: 9.61GB
  Epoch 4 - Batch 400 - GPU: 9.61GB
  Epoch 5 - Batch 10 - GPU: 9.61GB
  Epoch 5 - Batch 20 - GPU: 9.61GB
  Epoch 5 - Batch 30 - GPU: 9.61GB
  Epoch 5 - Batch 40 - GPU: 9.61GB
  Epoch 5 - Batch 50 - GPU: 9.61GB
  Epoch 5 - Batch 60 - GPU: 9.61GB
  Epoch 5 - Batch 70 - GPU: 9.61GB
  Epoch 5 - Batch 80 - GPU: 9.61GB
  Epoch 5 - Batch 90 - GPU: 9.61GB
  Epoch 5 - Batch 100 - GPU: 9.61GB
  Epoch 5 - Batch 110 - GPU: 9.61GB
  Epoch 5 - Batch 120 - GPU: 9.61GB
  Epoch 5 - Batch 130 - GPU: 9.61GB
  Epoch 5 - Batch 140 - GPU: 9.61GB
  Epoch 5 - Batch 150 - GPU: 9.61GB
  Epoch 5 - Batch 160 - GPU: 9.61GB
  Epoch 5 - Batch 170 - GPU: 9.61GB
  Epoch 5 - Batch 180 - GPU: 9.61GB
  Epoch 5 - Batch 190 - GPU: 9.61GB
  Epoch 5 - Batch 200 - GPU: 9.61GB
  Epoch 5 - Batch 210 - GPU: 9.61GB
  Epoch 5 - Batch 220 - GPU: 9.61GB
  Epoch 5 - Batch 230 - GPU: 9.61GB
  Epoch 5 - Batch 240 - GPU: 9.61GB
  Epoch 5 - Batch 250 - GPU: 9.61GB
  Epoch 5 - Batch 260 - GPU: 9.61GB
  Epoch 5 - Batch 270 - GPU: 9.61GB
  Epoch 5 - Batch 280 - GPU: 9.61GB
  Epoch 5 - Batch 290 - GPU: 9.61GB
  Epoch 5 - Batch 300 - GPU: 9.61GB
  Epoch 5 - Batch 310 - GPU: 9.61GB
  Epoch 5 - Batch 320 - GPU: 9.61GB
  Epoch 5 - Batch 330 - GPU: 9.61GB
  Epoch 5 - Batch 340 - GPU: 9.61GB
  Epoch 5 - Batch 350 - GPU: 9.61GB
  Epoch 5 - Batch 360 - GPU: 9.61GB
  Epoch 5 - Batch 370 - GPU: 9.61GB
  Epoch 5 - Batch 380 - GPU: 9.61GB
  Epoch 5 - Batch 390 - GPU: 9.61GB
  Epoch 5 - Batch 400 - GPU: 9.61GB
  → Best model saved (val_loss=0.8507)
  Epoch 6 - Batch 10 - GPU: 9.61GB
  Epoch 6 - Batch 20 - GPU: 9.61GB
  Epoch 6 - Batch 30 - GPU: 9.61GB
  Epoch 6 - Batch 40 - GPU: 9.61GB
  Epoch 6 - Batch 50 - GPU: 9.61GB
  Epoch 6 - Batch 60 - GPU: 9.61GB
  Epoch 6 - Batch 70 - GPU: 9.61GB
  Epoch 6 - Batch 80 - GPU: 9.61GB
  Epoch 6 - Batch 90 - GPU: 9.61GB
  Epoch 6 - Batch 100 - GPU: 9.61GB
  Epoch 6 - Batch 110 - GPU: 9.61GB
  Epoch 6 - Batch 120 - GPU: 9.61GB
  Epoch 6 - Batch 130 - GPU: 9.61GB
  Epoch 6 - Batch 140 - GPU: 9.61GB
  Epoch 6 - Batch 150 - GPU: 9.61GB
  Epoch 6 - Batch 160 - GPU: 9.61GB
  Epoch 6 - Batch 170 - GPU: 9.61GB
  Epoch 6 - Batch 180 - GPU: 9.61GB
  Epoch 6 - Batch 190 - GPU: 9.61GB
  Epoch 6 - Batch 200 - GPU: 9.61GB
  Epoch 6 - Batch 210 - GPU: 9.61GB
  Epoch 6 - Batch 220 - GPU: 9.61GB
  Epoch 6 - Batch 230 - GPU: 9.61GB
  Epoch 6 - Batch 240 - GPU: 9.61GB
  Epoch 6 - Batch 250 - GPU: 9.61GB
  Epoch 6 - Batch 260 - GPU: 9.61GB
  Epoch 6 - Batch 270 - GPU: 9.61GB
  Epoch 6 - Batch 280 - GPU: 9.61GB
  Epoch 6 - Batch 290 - GPU: 9.61GB
  Epoch 6 - Batch 300 - GPU: 9.61GB
  Epoch 6 - Batch 310 - GPU: 9.61GB
  Epoch 6 - Batch 320 - GPU: 9.61GB
  Epoch 6 - Batch 330 - GPU: 9.61GB
  Epoch 6 - Batch 340 - GPU: 9.61GB
  Epoch 6 - Batch 350 - GPU: 9.61GB
  Epoch 6 - Batch 360 - GPU: 9.61GB
  Epoch 6 - Batch 370 - GPU: 9.61GB
  Epoch 6 - Batch 380 - GPU: 9.61GB
  Epoch 6 - Batch 390 - GPU: 9.61GB
  Epoch 6 - Batch 400 - GPU: 9.61GB
Epoch 6/15 - train_loss: 0.8530 | val_loss: 0.8341
  → Best model saved (val_loss=0.8341)
  Epoch 7 - Batch 10 - GPU: 9.61GB
  Epoch 7 - Batch 20 - GPU: 9.61GB
  Epoch 7 - Batch 30 - GPU: 9.61GB
  Epoch 7 - Batch 40 - GPU: 9.61GB
  Epoch 7 - Batch 50 - GPU: 9.61GB
  Epoch 7 - Batch 60 - GPU: 9.61GB
