Job ID : 14826
Node   : ensta-l40s02
GPU    : NVIDIA L40S
Date   : mer. 18 mars 2026 00:15:02 CET
============================================================
QLORA CROSS-ATTENTION ONLY - RANK 16
============================================================

[1/5] Loading quantized model...

[2/5] Configuring QLoRA (rank=16)...
trainable params: 983,040 || all params: 3,876,527,616 || trainable%: 0.0254

[3/5] Loading dataset...
Loaded 400 samples from data/train.json
Loaded 50 samples from data/val.json
  Train: 400 | Val: 50

[4/5] Setting up 8-bit optimizer...

[5/5] Training...
  Epoch 12 - Batch 340 - GPU: 9.61GB
  Epoch 12 - Batch 350 - GPU: 9.61GB
  Epoch 12 - Batch 360 - GPU: 9.61GB
  Epoch 12 - Batch 370 - GPU: 9.61GB
  Epoch 12 - Batch 380 - GPU: 9.61GB
  Epoch 12 - Batch 390 - GPU: 9.61GB
  Epoch 12 - Batch 400 - GPU: 9.61GB
Epoch 12/15 - train_loss: 0.8672 | val_loss: 0.8536
  Epoch 13 - Batch 10 - GPU: 9.61GB
  Epoch 13 - Batch 20 - GPU: 9.61GB
  Epoch 13 - Batch 30 - GPU: 9.61GB
  Epoch 13 - Batch 40 - GPU: 9.61GB
  Epoch 13 - Batch 50 - GPU: 9.61GB
  Epoch 13 - Batch 60 - GPU: 9.61GB
  Epoch 13 - Batch 70 - GPU: 9.61GB
  Epoch 13 - Batch 80 - GPU: 9.61GB
  Epoch 13 - Batch 90 - GPU: 9.61GB
  Epoch 13 - Batch 100 - GPU: 9.61GB
  Epoch 13 - Batch 110 - GPU: 9.61GB
  Epoch 13 - Batch 120 - GPU: 9.61GB
  Epoch 13 - Batch 130 - GPU: 9.61GB
  Epoch 13 - Batch 140 - GPU: 9.61GB
  Epoch 13 - Batch 150 - GPU: 9.61GB
  Epoch 13 - Batch 160 - GPU: 9.61GB
  Epoch 13 - Batch 170 - GPU: 9.61GB
  Epoch 13 - Batch 180 - GPU: 9.61GB
  Epoch 13 - Batch 190 - GPU: 9.61GB
  Epoch 13 - Batch 200 - GPU: 9.61GB
  Epoch 13 - Batch 210 - GPU: 9.61GB
  Epoch 13 - Batch 220 - GPU: 9.61GB
  Epoch 13 - Batch 230 - GPU: 9.61GB
  Epoch 13 - Batch 240 - GPU: 9.61GB
  Epoch 13 - Batch 250 - GPU: 9.61GB
  Epoch 13 - Batch 260 - GPU: 9.61GB
  Epoch 13 - Batch 270 - GPU: 9.61GB
  Epoch 13 - Batch 280 - GPU: 9.61GB
  Epoch 13 - Batch 290 - GPU: 9.61GB
  Epoch 13 - Batch 300 - GPU: 9.61GB
  Epoch 13 - Batch 310 - GPU: 9.61GB
  Epoch 13 - Batch 320 - GPU: 9.61GB
  Epoch 13 - Batch 330 - GPU: 9.61GB
  Epoch 13 - Batch 340 - GPU: 9.61GB
  Epoch 13 - Batch 350 - GPU: 9.61GB
  Epoch 13 - Batch 360 - GPU: 9.61GB
  Epoch 13 - Batch 370 - GPU: 9.61GB
  Epoch 13 - Batch 380 - GPU: 9.61GB
  Epoch 13 - Batch 390 - GPU: 9.61GB
  Epoch 13 - Batch 400 - GPU: 9.61GB
  Epoch 14 - Batch 10 - GPU: 9.61GB
  Epoch 14 - Batch 20 - GPU: 9.61GB
  Epoch 14 - Batch 30 - GPU: 9.61GB
  Epoch 14 - Batch 40 - GPU: 9.61GB
  Epoch 14 - Batch 50 - GPU: 9.61GB
  Epoch 14 - Batch 60 - GPU: 9.61GB
  Epoch 14 - Batch 70 - GPU: 9.61GB
  Epoch 14 - Batch 80 - GPU: 9.61GB
  Epoch 14 - Batch 90 - GPU: 9.61GB
  Epoch 14 - Batch 100 - GPU: 9.61GB
  Epoch 14 - Batch 110 - GPU: 9.61GB
  Epoch 14 - Batch 120 - GPU: 9.61GB
  Epoch 14 - Batch 130 - GPU: 9.61GB
  Epoch 14 - Batch 140 - GPU: 9.61GB
  Epoch 14 - Batch 150 - GPU: 9.61GB
  Epoch 14 - Batch 160 - GPU: 9.61GB
  Epoch 14 - Batch 170 - GPU: 9.61GB
  Epoch 14 - Batch 180 - GPU: 9.61GB
  Epoch 14 - Batch 190 - GPU: 9.61GB
  Epoch 14 - Batch 200 - GPU: 9.61GB
  Epoch 14 - Batch 210 - GPU: 9.61GB
  Epoch 14 - Batch 220 - GPU: 9.61GB
  Epoch 14 - Batch 230 - GPU: 9.61GB
  Epoch 14 - Batch 240 - GPU: 9.61GB
  Epoch 14 - Batch 250 - GPU: 9.61GB
  Epoch 14 - Batch 260 - GPU: 9.61GB
  Epoch 14 - Batch 270 - GPU: 9.61GB
  Epoch 14 - Batch 280 - GPU: 9.61GB
  Epoch 14 - Batch 290 - GPU: 9.61GB
  Epoch 14 - Batch 300 - GPU: 9.61GB
  Epoch 14 - Batch 310 - GPU: 9.61GB
  Epoch 14 - Batch 320 - GPU: 9.61GB
  Epoch 14 - Batch 330 - GPU: 9.61GB
  Epoch 14 - Batch 340 - GPU: 9.61GB
  Epoch 14 - Batch 350 - GPU: 9.61GB
  Epoch 14 - Batch 360 - GPU: 9.61GB
  Epoch 14 - Batch 370 - GPU: 9.61GB
  Epoch 14 - Batch 380 - GPU: 9.61GB
  Epoch 14 - Batch 390 - GPU: 9.61GB
  Epoch 14 - Batch 400 - GPU: 9.61GB
  Epoch 15 - Batch 10 - GPU: 9.61GB
  Epoch 15 - Batch 20 - GPU: 9.61GB
  Epoch 15 - Batch 30 - GPU: 9.61GB
  Epoch 15 - Batch 40 - GPU: 9.61GB
  Epoch 15 - Batch 50 - GPU: 9.61GB
  Epoch 15 - Batch 60 - GPU: 9.61GB
  Epoch 15 - Batch 70 - GPU: 9.61GB
  Epoch 15 - Batch 80 - GPU: 9.61GB
  Epoch 15 - Batch 90 - GPU: 9.61GB
  Epoch 15 - Batch 100 - GPU: 9.61GB
  Epoch 15 - Batch 110 - GPU: 9.61GB
  Epoch 15 - Batch 120 - GPU: 9.61GB
  Epoch 15 - Batch 130 - GPU: 9.61GB
  Epoch 15 - Batch 140 - GPU: 9.61GB
  Epoch 15 - Batch 150 - GPU: 9.61GB
  Epoch 15 - Batch 160 - GPU: 9.61GB
  Epoch 15 - Batch 170 - GPU: 9.61GB
  Epoch 15 - Batch 180 - GPU: 9.61GB
  Epoch 15 - Batch 190 - GPU: 9.61GB
  Epoch 15 - Batch 200 - GPU: 9.61GB
  Epoch 15 - Batch 210 - GPU: 9.61GB
  Epoch 15 - Batch 220 - GPU: 9.61GB
  Epoch 15 - Batch 230 - GPU: 9.61GB
  Epoch 15 - Batch 240 - GPU: 9.61GB
  Epoch 15 - Batch 250 - GPU: 9.61GB
  Epoch 15 - Batch 260 - GPU: 9.61GB
  Epoch 15 - Batch 270 - GPU: 9.61GB
  Epoch 15 - Batch 280 - GPU: 9.61GB
  Epoch 15 - Batch 290 - GPU: 9.61GB
  Epoch 15 - Batch 300 - GPU: 9.61GB
  Epoch 15 - Batch 310 - GPU: 9.61GB
  Epoch 15 - Batch 320 - GPU: 9.61GB
  Epoch 15 - Batch 330 - GPU: 9.61GB
  Epoch 15 - Batch 340 - GPU: 9.61GB
  Epoch 15 - Batch 350 - GPU: 9.61GB
  Epoch 15 - Batch 360 - GPU: 9.61GB
  Epoch 15 - Batch 370 - GPU: 9.61GB
  Epoch 15 - Batch 380 - GPU: 9.61GB
  Epoch 15 - Batch 390 - GPU: 9.61GB
  Epoch 15 - Batch 400 - GPU: 9.61GB
Epoch 15/15 - train_loss: 0.8689 | val_loss: 0.8499
Saved metrics to: results/metrics/qlora_cross_attention_rank16_resources.csv
✓ Metrics saved to results/metrics/qlora_cross_attention_rank16.json

============================================================
RESULTS: qlora_cross_attention_rank16
============================================================

[TRAINING EFFICIENCY]
  trainable_params: 983040
  trainable_percentage: 0.05
  peak_vram_gb: 16.56
  energy_kwh: 0.013404
  carbon_gco2eq: 13.4
  training_time_hours: 0.62
  adapter_size_mb: None

[VALIDATION]
  val_loss: 0.8208

[TEST METRICS]

[INFERENCE]
============================================================


✓ QLoRA rank 16 complete
Done: mer. 18 mars 2026 00:52:19 CET
