Job ID : 16875
Node   : ensta-l40s02
GPU    : NVIDIA L40S
Date   : lun. 23 mars 2026 05:36:37 CET
============================================================
QLORA CROSS-ATTENTION ONLY - RANK 16
============================================================

[1/5] Loading quantized model...

[2/5] Configuring QLoRA (rank=16)...
trainable params: 983,040 || all params: 3,876,527,616 || trainable%: 0.0254

[3/5] Loading dataset...
Loaded 800 samples from data/train.json
Loaded 100 samples from data/val.json
  Train: 800 | Val: 100

[4/5] Setting up 8-bit optimizer...

[5/5] Training...
  Epoch 2 - Batch 290 - GPU: 9.61GB
  Epoch 2 - Batch 300 - GPU: 9.61GB
  Epoch 2 - Batch 310 - GPU: 9.61GB
  Epoch 2 - Batch 320 - GPU: 9.61GB
  Epoch 2 - Batch 330 - GPU: 9.61GB
  Epoch 2 - Batch 340 - GPU: 9.61GB
  Epoch 2 - Batch 350 - GPU: 9.61GB
  Epoch 2 - Batch 360 - GPU: 9.61GB
  Epoch 2 - Batch 370 - GPU: 9.61GB
  Epoch 2 - Batch 380 - GPU: 9.61GB
  Epoch 2 - Batch 390 - GPU: 9.61GB
  Epoch 2 - Batch 400 - GPU: 9.61GB
  Epoch 2 - Batch 410 - GPU: 9.61GB
  Epoch 2 - Batch 420 - GPU: 9.61GB
  Epoch 2 - Batch 430 - GPU: 9.61GB
  Epoch 2 - Batch 440 - GPU: 9.61GB
  Epoch 2 - Batch 450 - GPU: 9.61GB
  Epoch 2 - Batch 460 - GPU: 9.61GB
  Epoch 2 - Batch 470 - GPU: 9.61GB
  Epoch 2 - Batch 480 - GPU: 9.61GB
  Epoch 2 - Batch 490 - GPU: 9.61GB
  Epoch 2 - Batch 500 - GPU: 9.61GB
  Epoch 2 - Batch 510 - GPU: 9.61GB
  Epoch 2 - Batch 520 - GPU: 9.61GB
  Epoch 2 - Batch 530 - GPU: 9.61GB
  Epoch 2 - Batch 540 - GPU: 9.61GB
  Epoch 2 - Batch 550 - GPU: 9.61GB
  Epoch 2 - Batch 560 - GPU: 9.61GB
  Epoch 2 - Batch 570 - GPU: 9.61GB
  Epoch 2 - Batch 580 - GPU: 9.61GB
  Epoch 2 - Batch 590 - GPU: 9.61GB
  Epoch 2 - Batch 600 - GPU: 9.61GB
  Epoch 2 - Batch 610 - GPU: 9.61GB
  Epoch 2 - Batch 620 - GPU: 9.61GB
  Epoch 2 - Batch 630 - GPU: 9.61GB
  Epoch 2 - Batch 640 - GPU: 9.61GB
  Epoch 2 - Batch 650 - GPU: 9.61GB
  Epoch 2 - Batch 660 - GPU: 9.61GB
  Epoch 2 - Batch 670 - GPU: 9.61GB
  Epoch 2 - Batch 680 - GPU: 9.61GB
  Epoch 2 - Batch 690 - GPU: 9.61GB
  Epoch 2 - Batch 700 - GPU: 9.61GB
  Epoch 2 - Batch 710 - GPU: 9.61GB
  Epoch 2 - Batch 720 - GPU: 9.61GB
  Epoch 2 - Batch 730 - GPU: 9.61GB
  Epoch 2 - Batch 740 - GPU: 9.61GB
  Epoch 2 - Batch 750 - GPU: 9.61GB
  Epoch 2 - Batch 760 - GPU: 9.61GB
  Epoch 2 - Batch 770 - GPU: 9.61GB
  Epoch 2 - Batch 780 - GPU: 9.61GB
  Epoch 2 - Batch 790 - GPU: 9.61GB
  Epoch 2 - Batch 800 - GPU: 9.61GB
  → Best model saved (val_loss=0.8493)
  Epoch 3 - Batch 10 - GPU: 9.61GB
  Epoch 3 - Batch 20 - GPU: 9.61GB
  Epoch 3 - Batch 30 - GPU: 9.61GB
  Epoch 3 - Batch 40 - GPU: 9.61GB
  Epoch 3 - Batch 50 - GPU: 9.61GB
  Epoch 3 - Batch 60 - GPU: 9.61GB
  Epoch 3 - Batch 70 - GPU: 9.61GB
  Epoch 3 - Batch 80 - GPU: 9.61GB
  Epoch 3 - Batch 90 - GPU: 9.61GB
  Epoch 3 - Batch 100 - GPU: 9.61GB
  Epoch 3 - Batch 110 - GPU: 9.61GB
  Epoch 3 - Batch 120 - GPU: 9.61GB
  Epoch 3 - Batch 130 - GPU: 9.61GB
  Epoch 3 - Batch 140 - GPU: 9.61GB
  Epoch 3 - Batch 150 - GPU: 9.61GB
  Epoch 3 - Batch 160 - GPU: 9.61GB
  Epoch 3 - Batch 170 - GPU: 9.61GB
  Epoch 3 - Batch 180 - GPU: 9.61GB
  Epoch 3 - Batch 190 - GPU: 9.61GB
  Epoch 3 - Batch 200 - GPU: 9.61GB
  Epoch 3 - Batch 210 - GPU: 9.61GB
  Epoch 3 - Batch 220 - GPU: 9.61GB
  Epoch 3 - Batch 230 - GPU: 9.61GB
  Epoch 3 - Batch 240 - GPU: 9.61GB
  Epoch 3 - Batch 250 - GPU: 9.61GB
  Epoch 3 - Batch 260 - GPU: 9.61GB
  Epoch 3 - Batch 270 - GPU: 9.61GB
  Epoch 3 - Batch 280 - GPU: 9.61GB
  Epoch 3 - Batch 290 - GPU: 9.61GB
  Epoch 3 - Batch 300 - GPU: 9.61GB
  Epoch 3 - Batch 310 - GPU: 9.61GB
  Epoch 3 - Batch 320 - GPU: 9.61GB
  Epoch 3 - Batch 330 - GPU: 9.61GB
  Epoch 3 - Batch 340 - GPU: 9.61GB
  Epoch 3 - Batch 350 - GPU: 9.61GB
  Epoch 3 - Batch 360 - GPU: 9.61GB
  Epoch 3 - Batch 370 - GPU: 9.61GB
  Epoch 3 - Batch 380 - GPU: 9.61GB
  Epoch 3 - Batch 390 - GPU: 9.61GB
  Epoch 3 - Batch 400 - GPU: 9.61GB
  Epoch 3 - Batch 410 - GPU: 9.61GB
  Epoch 3 - Batch 420 - GPU: 9.61GB
  Epoch 3 - Batch 430 - GPU: 9.61GB
  Epoch 3 - Batch 440 - GPU: 9.61GB
  Epoch 3 - Batch 450 - GPU: 9.61GB
  Epoch 3 - Batch 460 - GPU: 9.61GB
  Epoch 3 - Batch 470 - GPU: 9.61GB
  Epoch 3 - Batch 480 - GPU: 9.61GB
  Epoch 3 - Batch 490 - GPU: 9.61GB
  Epoch 3 - Batch 500 - GPU: 9.61GB
  Epoch 3 - Batch 510 - GPU: 9.61GB
  Epoch 3 - Batch 520 - GPU: 9.61GB
  Epoch 3 - Batch 530 - GPU: 9.61GB
  Epoch 3 - Batch 540 - GPU: 9.61GB
  Epoch 3 - Batch 550 - GPU: 9.61GB
  Epoch 3 - Batch 560 - GPU: 9.61GB
  Epoch 3 - Batch 570 - GPU: 9.61GB
  Epoch 3 - Batch 580 - GPU: 9.61GB
  Epoch 3 - Batch 590 - GPU: 9.61GB
  Epoch 3 - Batch 600 - GPU: 9.61GB
  Epoch 3 - Batch 610 - GPU: 9.61GB
  Epoch 3 - Batch 620 - GPU: 9.61GB
  Epoch 3 - Batch 630 - GPU: 9.61GB
  Epoch 3 - Batch 640 - GPU: 9.61GB
  Epoch 3 - Batch 650 - GPU: 9.61GB
  Epoch 3 - Batch 660 - GPU: 9.61GB
  Epoch 3 - Batch 670 - GPU: 9.61GB
  Epoch 3 - Batch 680 - GPU: 9.61GB
  Epoch 3 - Batch 690 - GPU: 9.61GB
  Epoch 3 - Batch 700 - GPU: 9.61GB
  Epoch 3 - Batch 710 - GPU: 9.61GB
  Epoch 3 - Batch 720 - GPU: 9.61GB
  Epoch 3 - Batch 730 - GPU: 9.61GB
  Epoch 3 - Batch 740 - GPU: 9.61GB
  Epoch 3 - Batch 750 - GPU: 9.61GB
  Epoch 3 - Batch 760 - GPU: 9.61GB
  Epoch 3 - Batch 770 - GPU: 9.61GB
  Epoch 3 - Batch 780 - GPU: 9.61GB
  Epoch 3 - Batch 790 - GPU: 9.61GB
  Epoch 3 - Batch 800 - GPU: 9.61GB
Epoch 3/20 - train_loss: 0.8806 | val_loss: 0.8549
  No improvement for 1/5 epochs
  Epoch 4 - Batch 10 - GPU: 9.61GB
  Epoch 4 - Batch 20 - GPU: 9.61GB
  Epoch 4 - Batch 30 - GPU: 9.61GB
  Epoch 4 - Batch 40 - GPU: 9.61GB
  Epoch 4 - Batch 50 - GPU: 9.61GB
  Epoch 4 - Batch 60 - GPU: 9.61GB
  Epoch 4 - Batch 70 - GPU: 9.61GB
  Epoch 4 - Batch 80 - GPU: 9.61GB
  Epoch 4 - Batch 90 - GPU: 9.61GB
  Epoch 4 - Batch 100 - GPU: 9.61GB
  Epoch 4 - Batch 110 - GPU: 9.61GB
  Epoch 4 - Batch 120 - GPU: 9.61GB
  Epoch 4 - Batch 130 - GPU: 9.61GB
  Epoch 4 - Batch 140 - GPU: 9.61GB
  Epoch 4 - Batch 150 - GPU: 9.61GB
  Epoch 4 - Batch 160 - GPU: 9.61GB
  Epoch 4 - Batch 170 - GPU: 9.61GB
  Epoch 4 - Batch 180 - GPU: 9.61GB
  Epoch 4 - Batch 190 - GPU: 9.61GB
  Epoch 4 - Batch 200 - GPU: 9.61GB
  Epoch 4 - Batch 210 - GPU: 9.61GB
  Epoch 4 - Batch 220 - GPU: 9.61GB
  Epoch 4 - Batch 230 - GPU: 9.61GB
  Epoch 4 - Batch 240 - GPU: 9.61GB
  Epoch 4 - Batch 250 - GPU: 9.61GB
  Epoch 4 - Batch 260 - GPU: 9.61GB
  Epoch 4 - Batch 270 - GPU: 9.61GB
  Epoch 4 - Batch 280 - GPU: 9.61GB
  Epoch 4 - Batch 290 - GPU: 9.61GB
  Epoch 4 - Batch 300 - GPU: 9.61GB
  Epoch 4 - Batch 310 - GPU: 9.61GB
  Epoch 4 - Batch 320 - GPU: 9.61GB
  Epoch 4 - Batch 330 - GPU: 9.61GB
  Epoch 4 - Batch 340 - GPU: 9.61GB
  Epoch 4 - Batch 350 - GPU: 9.61GB
  Epoch 4 - Batch 360 - GPU: 9.61GB
  Epoch 4 - Batch 370 - GPU: 9.61GB
  Epoch 4 - Batch 380 - GPU: 9.61GB
  Epoch 4 - Batch 390 - GPU: 9.61GB
  Epoch 4 - Batch 400 - GPU: 9.61GB
  Epoch 4 - Batch 410 - GPU: 9.61GB
  Epoch 4 - Batch 420 - GPU: 9.61GB
  Epoch 4 - Batch 430 - GPU: 9.61GB
  Epoch 4 - Batch 440 - GPU: 9.61GB
  Epoch 4 - Batch 450 - GPU: 9.61GB
  Epoch 4 - Batch 460 - GPU: 9.61GB
  Epoch 4 - Batch 470 - GPU: 9.61GB
  Epoch 4 - Batch 480 - GPU: 9.61GB
  Epoch 4 - Batch 490 - GPU: 9.61GB
  Epoch 4 - Batch 500 - GPU: 9.61GB
  Epoch 4 - Batch 510 - GPU: 9.61GB
  Epoch 4 - Batch 520 - GPU: 9.61GB
  Epoch 4 - Batch 530 - GPU: 9.61GB
  Epoch 4 - Batch 540 - GPU: 9.61GB
  Epoch 4 - Batch 550 - GPU: 9.61GB
  Epoch 4 - Batch 560 - GPU: 9.61GB
  Epoch 4 - Batch 570 - GPU: 9.61GB
  Epoch 4 - Batch 580 - GPU: 9.61GB
  Epoch 4 - Batch 590 - GPU: 9.61GB
  Epoch 4 - Batch 600 - GPU: 9.61GB
  Epoch 4 - Batch 610 - GPU: 9.61GB
  Epoch 4 - Batch 620 - GPU: 9.61GB
  Epoch 4 - Batch 630 - GPU: 9.61GB
  Epoch 4 - Batch 640 - GPU: 9.61GB
  Epoch 4 - Batch 650 - GPU: 9.61GB
  Epoch 4 - Batch 660 - GPU: 9.61GB
  Epoch 4 - Batch 670 - GPU: 9.61GB
  Epoch 4 - Batch 680 - GPU: 9.61GB
  Epoch 4 - Batch 690 - GPU: 9.61GB
  Epoch 4 - Batch 700 - GPU: 9.61GB
  Epoch 4 - Batch 710 - GPU: 9.61GB
  Epoch 4 - Batch 720 - GPU: 9.61GB
  Epoch 4 - Batch 730 - GPU: 9.61GB
  Epoch 4 - Batch 740 - GPU: 9.61GB
  Epoch 4 - Batch 750 - GPU: 9.61GB
  Epoch 4 - Batch 760 - GPU: 9.61GB
  Epoch 4 - Batch 770 - GPU: 9.61GB
  Epoch 4 - Batch 780 - GPU: 9.61GB
  Epoch 4 - Batch 790 - GPU: 9.61GB
  Epoch 4 - Batch 800 - GPU: 9.61GB
  No improvement for 2/5 epochs
  Epoch 5 - Batch 10 - GPU: 9.61GB
  Epoch 5 - Batch 20 - GPU: 9.61GB
  Epoch 5 - Batch 30 - GPU: 9.61GB
  Epoch 5 - Batch 40 - GPU: 9.61GB
  Epoch 5 - Batch 50 - GPU: 9.61GB
  Epoch 5 - Batch 60 - GPU: 9.61GB
  Epoch 5 - Batch 70 - GPU: 9.61GB
  Epoch 5 - Batch 80 - GPU: 9.61GB
  Epoch 5 - Batch 90 - GPU: 9.61GB
  Epoch 5 - Batch 100 - GPU: 9.61GB
  Epoch 5 - Batch 110 - GPU: 9.61GB
  Epoch 5 - Batch 120 - GPU: 9.61GB
  Epoch 5 - Batch 130 - GPU: 9.61GB
  Epoch 5 - Batch 140 - GPU: 9.61GB
  Epoch 5 - Batch 150 - GPU: 9.61GB
  Epoch 5 - Batch 160 - GPU: 9.61GB
  Epoch 5 - Batch 170 - GPU: 9.61GB
  Epoch 5 - Batch 180 - GPU: 9.61GB
  Epoch 5 - Batch 190 - GPU: 9.61GB
  Epoch 5 - Batch 200 - GPU: 9.61GB
  Epoch 5 - Batch 210 - GPU: 9.61GB
  Epoch 5 - Batch 220 - GPU: 9.61GB
  Epoch 5 - Batch 230 - GPU: 9.61GB
  Epoch 5 - Batch 240 - GPU: 9.61GB
  Epoch 5 - Batch 250 - GPU: 9.61GB
  Epoch 5 - Batch 260 - GPU: 9.61GB
  Epoch 5 - Batch 270 - GPU: 9.61GB
  Epoch 5 - Batch 280 - GPU: 9.61GB
  Epoch 5 - Batch 290 - GPU: 9.61GB
  Epoch 5 - Batch 300 - GPU: 9.61GB
